Sigla,Código,Município,1998
MG,3108255,Bonito de Minas,-15.3233333333
MG,3108305,Borda da Mata,-22.2741666667
MG,3108404,Botelhos,-21.6333333333
MG,3108503,Botumirim,-16.8722222222
MG,3108552,Brasilândia de Minas,-17.0097222222
MG,3108602,Brasília de Minas,-16.2063888889
MG,3108701,Brás Pires,-20.9205555556
MG,3108800,Braúnas,-19.0558333333
MG,3108909,Brasópolis,-22.4736111111
MG,3109006,Brumadinho,-20.1433333333
MG,3109105,Bueno Brandão,-22.4408333333
MG,3109204,Buenópolis,-17.8733333333
MG,3109253,Bugre,-19.4261111111
MG,3109303,Buritis,-15.6177777778
MG,3109402,Buritizeiro,-17.3511111111
MG,3109451,Cabeceira Grande,-16.0297222222
MG,3109501,Cabo Verde,-21.4719444444
MG,3109600,Cachoeira da Prata,-19.5247222222
MG,3109709,Cachoeira de Minas,-22.355
MG,3109808,Cachoeira Dourada,-18.515
MG,3109907,Caetanópolis,-19.2952777778
MG,3110004,Caeté,-19.88
MG,3110103,Caiana,-20.6955555556
MG,3110202,Cajuri,-20.7905555556
MG,3110301,Caldas,-21.9236111111
MG,3110400,Camacho,-20.6252777778
MG,3110509,Camanducaia,-22.7552777778
MG,3110608,Cambuí,-22.6122222222
MG,3110707,Cambuquira,-21.8522222222
MG,3110806,Campanário,-18.2386111111
MG,3110905,Campanha,-21.8361111111
MG,3111002,Campestre,-21.7111111111
MG,3111101,Campina Verde,-19.5355555556
MG,3111150,Campo Azul,-16.5036111111
MG,3111200,Campo Belo,-20.8972222222
MG,3111309,Campo do Meio,-21.1066666667
MG,3111408,Campo Florido,-19.7605555556
MG,3111507,Campos Altos,-19.6961111111
MG,3111606,Campos Gerais,-21.235
MG,3111705,Canaã,-20.6858333333
MG,3111804,Canápolis,-18.725
MG,3111903,Cana Verde,-21.0208333333
MG,3112000,Candeias,-20.7669444444
MG,3112059,Cantagalo,-18.5258333333
MG,3112109,Caparaó,-20.5230555556
MG,3112208,Capela Nova,-20.9230555556
MG,3112307,Capelinha,-17.6913888889
MG,3112406,Capetinga,-20.6163888889
MG,3112505,Capim Branco,-19.5488888889
MG,3112604,Capinópolis,-18.6819444444
MG,3112653,Capitão Andrade,-19.0675
MG,3112703,Capitão Enéas,-16.3244444444
MG,3112802,Capitólio,-20.6152777778
MG,3112901,Caputira,-20.1719444444
MG,3113008,Caraí,-17.1888888889
MG,3113107,Caranaíba,-20.8758333333
MG,3113206,Carandaí,-20.9536111111
MG,3113305,Carangola,-20.7330555556
MG,3113404,Caratinga,-19.7897222222
MG,3113503,Carbonita,-17.5269444444
MG,3113602,Careaçu,-22.0430555556
MG,3113701,Carlos Chagas,-17.7030555556
MG,3113800,Carmésia,-19.0888888889
MG,3113909,Carmo da Cachoeira,-21.4608333333
MG,3114006,Carmo da Mata,-20.5577777778
MG,3114105,Carmo de Minas,-22.1222222222
MG,3114204,Carmo do Cajuru,-20.1841666667
MG,3114303,Carmo do Paranaíba,-19.0008333333
MG,3114402,Carmo do Rio Claro,-20.9719444444
MG,3114501,Carmópolis de Minas,-20.5413888889
MG,3114550,Carneirinho,-19.6975
MG,3114600,Carrancas,-21.4875
MG,3114709,Carvalhópolis,-21.7777777778
MG,3114808,Carvalhos,-22.0011111111
MG,3114907,Casa Grande,-20.7927777778
MG,3115003,Cascalho Rico,-18.5763888889
MG,3115102,Cássia,-20.5830555556
MG,3115201,Conceição da Barra de Minas,-21.1288888889
MG,3115300,Cataguases,-21.3891666667
MG,3115359,Catas Altas,-20.0747222222
MG,3115409,Catas Altas da Noruega,-20.69
MG,3115458,Catuji,-17.2994444444
MG,3115474,Catuti,-15.3583333333
MG,3115508,Caxambu,-21.9772222222
MG,3115607,Cedro do Abaeté,-19.1483333333
MG,3115706,Central de Minas,-18.7619444444
MG,3115805,Centralina,-18.5838888889
MG,3115904,Chácara,-21.6722222222
MG,3116001,Chalé,-20.0436111111
MG,3116100,Chapada do Norte,-17.0869444444
MG,3116159,Chapada Gaúcha,-15.3055555556
MG,3116209,Chiador,-22.0025
MG,3116308,Cipotânea,-20.9052777778
MG,3116407,Claraval,-20.3988888889
MG,3116506,Claro dos Poções,-17.0797222222
MG,3116605,Cláudio,-20.4433333333
MG,3116704,Coimbra,-20.8566666667
MG,3116803,Coluna,-18.2338888889
MG,3116902,Comendador Gomes,-19.6983333333
MG,3117009,Comercinho,-16.2961111111
MG,3117108,Conceição da Aparecida,-21.0941666667
MG,3117207,Conceição das Pedras,-22.16
MG,3117306,Conceição das Alagoas,-19.9147222222
MG,3117405,Conceição de Ipanema,-19.9280555556
MG,3117504,Conceição do Mato Dentro,-19.0372222222
MG,3117603,Conceição do Pará,-19.7530555556
MG,3117702,Conceição do Rio Verde,-21.8808333333
MG,3117801,Conceição dos Ouros,-22.4130555556
MG,3117836,Cônego Marinho,-15.2941666667
MG,3117876,Confins,-19.6325
MG,3117900,Congonhal,-22.1527777778
MG,3118007,Congonhas,-20.4997222222
MG,3118106,Congonhas do Norte,-18.8072222222
MG,3118205,Conquista,-19.9372222222
MG,3118304,Conselheiro Lafaiete,-20.6602777778
MG,3118403,Conselheiro Pena,-19.1722222222
MG,3118502,Consolação,-22.5513888889
MG,3118601,Contagem,-19.9316666667
MG,3118700,Coqueiral,-21.1894444444
MG,3118809,Coração de Jesus,-16.6852777778
MG,3118908,Cordisburgo,-19.125
MG,3119005,Cordislândia,-21.7925
MG,3119104,Corinto,-18.3808333333
MG,3119203,Coroaci,-18.6219444444
MG,3119302,Coromandel,-18.4733333333
MG,3119401,Coronel Fabriciano,-19.5186111111
MG,3119500,Coronel Murta,-16.6188888889
MG,3119609,Coronel Pacheco,-21.5877777778
MG,3119708,Coronel Xavier Chaves,-21.0236111111
MG,3119807,Córrego Danta,-19.8236111111
MG,3119906,Córrego do Bom Jesus,-22.6302777778
MG,3119955,Córrego Fundo,-20.4491666667
MG,3120003,Córrego Novo,-19.8319444444
MG,3120102,Couto de Magalhães de Minas,-18.0713888889
MG,3120151,Crisólita,-17.2372222222
MG,3120201,Cristais,-20.8755555556
MG,3120300,Cristália,-16.8002777778
MG,3120409,Cristiano Otoni,-20.8322222222
MG,3120508,Cristina,-22.2119444444
MG,3120607,Crucilândia,-20.3838888889
MG,3120706,Cruzeiro da Fortaleza,-18.9458333333
MG,3120805,Cruzília,-21.8386111111
MG,3120839,Cuparaque,-18.9694444444
MG,3120870,Curral de Dentro,-15.9375
MG,3120904,Curvelo,-18.7563888889
MG,3121001,Datas,-18.4455555556
MG,3121100,Delfim Moreira,-22.5091666667
MG,3121209,Delfinópolis,-20.3438888889
MG,3121258,Delta,-19.9766666667
MG,3121308,Descoberto,-21.4597222222
MG,3121407,Desterro de Entre Rios,-20.66
MG,3121506,Desterro do Melo,-21.1472222222
MG,3121605,Diamantina,-18.2494444444
MG,3121704,Diogo de Vasconcelos,-20.4877777778
MG,3121803,Dionísio,-19.8427777778
MG,3121902,Divinésia,-20.9902777778
MG,3122009,Divino,-20.6144444444
MG,3122108,Divino das Laranjeiras,-18.7777777778
MG,3122207,Divinolândia de Minas,-18.8011111111
MG,3122306,Divinópolis,-20.1388888889
MG,3122355,Divisa Alegre,-15.7255555556
MG,3122405,Divisa Nova,-21.5111111111
MG,3122454,Divisópolis,-15.7255555556
MG,3122470,Dom Bosco,-16.6519444444
MG,3122504,Dom Cavati,-19.3738888889
MG,3122603,Dom Joaquim,-18.9672222222
MG,3122702,Dom Silvério,-20.16
MG,3122801,Dom Viçoso,-22.2544444444
MG,3122900,Dona Eusébia,-21.3163888889
MG,3123007,Dores de Campos,-21.1088888889
MG,3123106,Dores de Guanhães,-19.0583333333
MG,3123205,Dores do Indaiá,-19.4633333333
MG,3123304,Dores do Turvo,-20.9755555556
MG,3123403,Doresópolis,-20.2869444444
MG,3123502,Douradoquara,-18.4313888889
MG,3123528,Durandé,-20.2033333333
MG,3123601,Elói Mendes,-21.61
MG,3123700,Engenheiro Caldas,-19.2194444444
MG,3123809,Engenheiro Navarro,-17.2797222222
MG,3123858,Entre Folhas,-19.6252777778
MG,3123908,Entre Rios de Minas,-20.6708333333
MG,3124005,Ervália,-20.84
MG,3124104,Esmeraldas,-19.7625
MG,3124203,Espera Feliz,-20.6502777778
MG,3124302,Espinosa,-14.9261111111
MG,3124401,Espírito Santo do Dourado,-22.0463888889
MG,3124500,Estiva,-22.4627777778
MG,3124609,Estrela Dalva,-21.7419444444
MG,3124708,Estrela do Indaiá,-19.5222222222
MG,3124807,Estrela do Sul,-18.7455555556
MG,3124906,Eugenópolis,-21.0986111111
MG,3125002,Ewbank da Câmara,-21.5511111111
MG,3125101,Extrema,-22.8547222222
MG,3125200,Fama,-21.4063888889
MG,3125309,Faria Lemos,-20.8083333333
MG,3125408,Felício dos Santos,-18.0772222222
MG,3125507,São Gonçalo do Rio Preto,-18.0041666667
MG,3125606,Felisburgo,-16.6386111111
MG,3125705,Felixlândia,-18.7580555556
MG,3125804,Fernandes Tourinho,-19.1536111111
MG,3125903,Ferros,-19.2319444444
MG,3125952,Fervedouro,-20.7255555556
MG,3126000,Florestal,-19.8894444444
MG,3126109,Formiga,-20.4644444444
MG,3126208,Formoso,-14.9466666667
MG,3126307,Fortaleza de Minas,-20.8491666667
MG,3126406,Fortuna de Minas,-19.5611111111
MG,3126505,Francisco Badaró,-16.9925
MG,3126604,Francisco Dumont,-17.315
MG,3126703,Francisco Sá,-16.4758333333
MG,3126752,Franciscópolis,-17.9597222222
MG,3126802,Frei Gaspar,-18.0661111111
MG,3126901,Frei Inocêncio,-18.5744444444
MG,3126950,Frei Lagonegro,-18.1677777778
MG,3127008,Fronteira,-20.2677777778
MG,3127057,Fronteira dos Vales,-16.8913888889
MG,3127073,Fruta de Leite,-16.1311111111
MG,3127107,Frutal,-20.0247222222
MG,3127206,Funilândia,-19.3675
MG,3127305,Galiléia,-18.9994444444
MG,3127339,Gameleiras,-15.0822222222
MG,3127354,Glaucilândia,-16.8497222222
MG,3127370,Goiabeira,-18.9822222222
MG,3127388,Goianá,-21.5372222222
MG,3127404,Gonçalves,-22.6588888889
MG,3127503,Gonzaga,-18.8222222222
MG,3127602,Gouveia,-18.4544444444
MG,3127701,Governador Valadares,-18.8511111111
MG,3127800,Grão Mogol,-16.5594444444
MG,3127909,Grupiara,-18.4941666667
MG,3128006,Guanhães,-18.775
MG,3128105,Guapé,-20.7616666667
MG,3128204,Guaraciaba,-20.5708333333
MG,3128253,Guaraciama,-17.0138888889
MG,3128303,Guaranésia,-21.2991666667
MG,3128402,Guarani,-21.3522222222
MG,3128501,Guarará,-21.7319444444
MG,3128600,Guarda-Mor,-17.7708333333
MG,3128709,Guaxupé,-21.3052777778
MG,3128808,Guidoval,-21.1519444444
MG,3128907,Guimarânia,-18.8438888889
MG,3129004,Guiricema,-21.0077777778
MG,3129103,Gurinhatã,-19.2133333333
MG,3129202,Heliodora,-22.0672222222
MG,3129301,Iapu,-19.4366666667
MG,3129400,Ibertioga,-21.43
MG,3129509,Ibiá,-19.4783333333
MG,3129608,Ibiaí,-16.8611111111
MG,3129657,Ibiracatu,-15.6636111111
MG,3129707,Ibiraci,-20.4622222222
MG,3129806,Ibirité,-20.0219444444
MG,3129905,Ibitiúra de Minas,-22.0608333333
MG,3130002,Ibituruna,-21.1525
MG,3130051,Icaraí de Minas,-16.2172222222
MG,3130101,Igarapé,-20.0702777778
MG,3130200,Igaratinga,-19.9552777778
MG,3130309,Iguatama,-20.1744444444
MG,3130408,Ijaci,-21.17
MG,3130507,Ilicínea,-20.9358333333
MG,3130556,Imbé de Minas,-19.5972222222
MG,3130606,Inconfidentes,-22.3169444444
MG,3130655,Indaiabira,-15.4916666667
MG,3130705,Indianópolis,-19.0386111111
MG,3130804,Ingaí,-21.4011111111
MG,3130903,Inhapim,-19.5491666667
MG,3131000,Inhaúma,-19.4911111111
MG,3131109,Inimutaba,-18.7291666667
MG,3131158,Ipaba,-19.4136111111
MG,3131208,Ipanema,-19.8008333333
MG,3131307,Ipatinga,-19.4683333333
MG,3131406,Ipiaçu,-18.6922222222
MG,3131505,Ipuiúna,-22.0988888889
MG,3131604,Iraí de Minas,-18.9838888889
MG,3131703,Itabira,-19.6191666667
MG,3131802,Itabirinha de Mantena,-18.5663888889
MG,3131901,Itabirito,-20.2533333333
MG,3132008,Itacambira,-17.0647222222
MG,3132107,Itacarambi,-15.1022222222
MG,3132206,Itaguara,-20.3922222222
MG,3132305,Itaipé,-17.4019444444
MG,3132404,Itajubá,-22.4255555556
MG,3132503,Itamarandiba,-17.8572222222
MG,3132602,Itamarati de Minas,-21.4158333333
MG,3132701,Itambacuri,-18.0311111111
MG,3132800,Itambé do Mato Dentro,-19.4144444444
MG,3132909,Itamogi,-21.0780555556
MG,3133006,Itamonte,-22.2838888889
MG,3133105,Itanhandu,-22.2958333333
MG,3133204,Itanhomi,-19.1719444444
MG,3133303,Itaobim,-16.5616666667
MG,3133402,Itapagipe,-19.9086111111
MG,3133501,Itapecerica,-20.4725
MG,3133600,Itapeva,-22.7680555556
MG,3133709,Itatiaiuçu,-20.1966666667
MG,3133758,Itaú de Minas,-20.7394444444
MG,3133808,Itaúna,-20.0752777778
MG,3133907,Itaverava,-20.6780555556
MG,3134004,Itinga,-16.6130555556
MG,3134103,Itueta,-19.3941666667
MG,3134202,Ituiutaba,-18.9688888889
MG,3134301,Itumirim,-21.3169444444
MG,3134400,Iturama,-19.7280555556
MG,3134509,Itutinga,-21.2980555556
MG,3134608,Jaboticatubas,-19.5136111111
MG,3134707,Jacinto,-16.1444444444
MG,3134806,Jacuí,-21.0166666667
MG,3134905,Jacutinga,-22.2855555556
MG,3135001,Jaguaraçu,-19.6491666667
MG,3135050,Jaíba,-15.3383333333
MG,3135076,Jampruca,-18.4627777778
MG,3135100,Janaúba,-15.8025
MG,3135209,Januária,-15.4880555556
MG,3135308,Japaraíba,-20.1413888889
MG,3135357,Japonvar,-15.9947222222
MG,3135407,Jeceaba,-20.5352777778
MG,3135456,Jenipapo de Minas,-17.0827777778
MG,3135506,Jequeri,-20.4558333333
MG,3135605,Jequitaí,-17.2355555556
MG,3135704,Jequitibá,-19.2355555556
MG,3135803,Jequitinhonha,-16.4338888889
MG,3135902,Jesuânia,-21.9977777778
MG,3136009,Joaíma,-16.6541666667
MG,3136108,Joanésia,-19.1722222222
MG,3136207,João Monlevade,-19.81
MG,3136306,João Pinheiro,-17.7425
MG,3136405,Joaquim Felício,-17.7575
MG,3136504,Jordânia,-15.9002777778
MG,3136520,José Gonçalves de Minas,-16.9069444444
MG,3136553,José Raydan,-18.2194444444
MG,3136579,Josenópolis,-16.5472222222
MG,3136603,Nova União,-19.69
MG,3136652,Juatuba,-19.9519444444
MG,3136702,Juiz de Fora,-21.7641666667
MG,3136801,Juramento,-16.8480555556
MG,3136900,Juruaia,-21.2527777778
MG,3136959,Juvenília,-14.2625
MG,3137007,Ladainha,-17.6322222222
MG,3137106,Lagamar,-18.1783333333
MG,3137205,Lagoa da Prata,-20.0225
MG,3137304,Lagoa dos Patos,-16.9833333333
MG,3137403,Lagoa Dourada,-20.9144444444
MG,3137502,Lagoa Formosa,-18.7786111111
MG,3137536,Lagoa Grande,-17.8352777778
MG,3137601,Lagoa Santa,-19.6272222222
MG,3137700,Lajinha,-20.1513888889
MG,3137809,Lambari,-21.9755555556
MG,3137908,Lamim,-20.7902777778
MG,3138005,Laranjal,-21.3744444444
MG,3138104,Lassance,-17.8866666667
MG,3138203,Lavras,-21.2452777778
MG,3138302,Leandro Ferreira,-19.7180555556
MG,3138351,Leme do Prado,-17.0833333333
MG,3138401,Leopoldina,-21.5319444444
MG,3138500,Liberdade,-22.0288888889
MG,3138609,Lima Duarte,-21.8425
MG,3138625,Limeira do Oeste,-19.5511111111
MG,3138658,Lontra,-15.9033333333
MG,3138674,Luisburgo,-20.4397222222
MG,3138682,Luislândia,-16.1175
MG,3138708,Luminárias,-21.5111111111
MG,3138807,Luz,-19.8013888889
MG,3138906,Machacalis,-17.0772222222
MG,3139003,Machado,-21.6747222222
MG,3139102,Madre de Deus de Minas,-21.4825
MG,3139201,Malacacheta,-17.8422222222
MG,3139250,Mamonas,-15.0502777778
MG,3139300,Manga,-14.7558333333
MG,3139409,Manhuaçu,-20.2580555556
MG,3139508,Manhumirim,-20.3577777778
MG,3139607,Mantena,-18.7816666667
MG,3139706,Maravilhas,-19.5161111111
MG,3139805,Mar de Espanha,-21.8672222222
MG,3139904,Maria da Fé,-22.3080555556
MG,3140001,Mariana,-20.3777777778
MG,3140100,Marilac,-18.5080555556
MG,3140159,Mário Campos,-20.0563888889
MG,3140209,Maripá de Minas,-21.6980555556
MG,3140308,Marliéria,-19.7122222222
MG,3140407,Marmelópolis,-22.4491666667
MG,3140506,Martinho Campos,-19.3316666667
MG,3140530,Martins Soares,-20.2569444444
MG,3140555,Mata Verde,-15.6863888889
MG,3140605,Materlândia,-18.4741666667
MG,3140704,Mateus Leme,-19.9863888889
MG,3140803,Matias Barbosa,-21.8691666667
MG,3140852,Matias Cardoso,-14.8547222222
MG,3140902,Matipó,-20.2838888889
MG,3141009,Mato Verde,-15.3972222222
MG,3141108,Matozinhos,-19.5577777778
MG,3141207,Matutina,-19.2225
MG,3141306,Medeiros,-19.9955555556
MG,3141405,Medina,-16.2225
MG,3141504,Mendes Pimentel,-18.6611111111
MG,3141603,Mercês,-21.1941666667
MG,3141702,Mesquita,-19.2225
MG,3141801,Minas Novas,-17.2186111111
MG,3141900,Minduri,-21.6819444444
MG,3142007,Mirabela,-16.2627777778
MG,3142106,Miradouro,-20.8905555556
MG,3142205,Miraí,-21.1952777778
MG,3142254,Miravânia,-14.7411111111
MG,3142304,Moeda,-20.3330555556
MG,3142403,Moema,-19.8433333333
MG,3142502,Monjolos,-18.3252777778
MG,3142601,Monsenhor Paulo,-21.7575
MG,3142700,Montalvânia,-14.4227777778
MG,3142809,Monte Alegre de Minas,-18.8705555556
MG,3142908,Monte Azul,-15.155
MG,3143005,Monte Belo,-21.3263888889
MG,3143104,Monte Carmelo,-18.7247222222
MG,3143153,Monte Formoso,-16.8658333333
MG,3143203,Monte Santo de Minas,-21.1897222222
MG,3143302,Montes Claros,-16.735
MG,3143401,Monte Sião,-22.4325
MG,3143450,Montezuma,-15.1719444444
MG,3143500,Morada Nova de Minas,-18.6044444444
MG,3143609,Morro da Garça,-18.5469444444
MG,3143708,Morro do Pilar,-19.2155555556
MG,3143807,Munhoz,-22.6130555556
MG,3143906,Muriaé,-21.1305555556
MG,3144003,Mutum,-19.8
MG,3144102,Muzambinho,-21.3758333333
MG,3144201,Nacip Raydan,-18.4591666667
MG,3144300,Nanuque,-17.8391666667
MG,3144359,Naque,-19.2302777778
MG,3144375,Natalândia,-16.5041666667
MG,3144409,Natércia,-22.12
MG,3144508,Nazareno,-21.2163888889
MG,3144607,Nepomuceno,-21.2358333333
MG,3144656,Ninheira,-15.3211111111
MG,3144672,Nova Belém,-18.475
MG,3144706,Nova Era,-19.75
MG,3144805,Nova Lima,-19.9855555556
MG,3144904,Nova Módica,-18.4372222222
MG,3145000,Nova Ponte,-19.1525
MG,3145059,Nova Porteirinha,-15.8025
MG,3145109,Nova Resende,-21.1261111111
MG,3145208,Nova Serrana,-19.8761111111
MG,3145307,Novo Cruzeiro,-17.4680555556
MG,3145356,Novo Oriente de Minas,-17.4152777778
MG,3145372,Novorizonte,-16.0172222222
MG,3145406,Olaria,-21.8608333333
MG,3145455,Olhos-d'Água,-17.3969444444
MG,3145505,Olímpio Noronha,-22.0677777778
MG,3145604,Oliveira,-20.6963888889
MG,3145703,Oliveira Fortes,-21.3388888889
MG,3145802,Onça de Pitangui,-19.7302777778
MG,3145851,Oratórios,-20.4305555556
MG,3145877,Orizânia,-20.5063888889
MG,3145901,Ouro Branco,-20.5208333333
MG,3146008,Ouro Fino,-22.2830555556
MG,3146107,Ouro Preto,-20.2875
MG,3146206,Ouro Verde de Minas,-18.0705555556
MG,3146255,Padre Carvalho,-16.3644444444
MG,3146305,Padre Paraíso,-17.0741666667
MG,3146404,Paineiras,-18.9083333333
MG,3146503,Pains,-20.3705555556
MG,3146552,Pai Pedro,-15.5166666667
MG,3146602,Paiva,-21.2891666667
MG,3146701,Palma,-21.375
MG,3146750,Palmópolis,-16.735
MG,3146909,Papagaios,-19.4491666667
MG,3147006,Paracatu,-17.2222222222
MG,3147105,Pará de Minas,-19.8602777778
MG,3147204,Paraguaçu,-21.5472222222
MG,3147303,Paraisópolis,-22.5541666667
MG,3147402,Paraopeba,-19.2744444444
MG,3147501,Passabém,-19.3533333333
MG,3147600,Passa Quatro,-22.3902777778
MG,3147709,Passa Tempo,-20.6505555556
MG,3147808,Passa-Vinte,-22.2094444444
MG,3147907,Passos,-20.7188888889
MG,3147956,Patis,-16.0763888889
MG,3148004,Patos de Minas,-18.5788888889
MG,3148103,Patrocínio,-18.9438888889
MG,3148202,Patrocínio do Muriaé,-21.1525
MG,3148301,Paula Cândido,-20.8741666667
MG,3148400,Paulistas,-18.4275
MG,3148509,Pavão,-17.4277777778
MG,3148608,Peçanha,-18.5486111111
MG,3148707,Pedra Azul,-16.0052777778
MG,3148756,Pedra Bonita,-20.5205555556
MG,3148806,Pedra do Anta,-20.5972222222
MG,3148905,Pedra do Indaiá,-20.2583333333
MG,3149002,Pedra Dourada,-20.8302777778
MG,3149101,Pedralva,-22.2427777778
MG,3149150,Pedras de Maria da Cruz,-15.6066666667
MG,3149200,Pedrinópolis,-19.2277777778
MG,3149309,Pedro Leopoldo,-19.6180555556
MG,3149408,Pedro Teixeira,-21.7063888889
MG,3149507,Pequeri,-21.8341666667
MG,3149606,Pequi,-19.6327777778
MG,3149705,Perdigão,-19.9527777778
MG,3149804,Perdizes,-19.3527777778
MG,3149903,Perdões,-21.0908333333
MG,3149952,Periquito,-19.1575
MG,3150000,Pescador,-18.3569444444
MG,3150109,Piau,-21.5094444444
MG,3150158,Piedade de Caratinga,-19.7594444444
MG,3150208,Piedade de Ponte Nova,-20.2452777778
MG,3150307,Piedade do Rio Grande,-21.4686111111
MG,3150406,Piedade dos Gerais,-20.4711111111
MG,3150505,Pimenta,-20.4838888889
MG,3150539,Pingo-d'Água,-19.7275
MG,3150570,Pintópolis,-16.0588888889
MG,3150604,Piracema,-20.5077777778
MG,3150703,Pirajuba,-19.9069444444
MG,3150802,Piranga,-20.6847222222
MG,3150901,Piranguçu,-22.5277777778
MG,3151008,Piranguinho,-22.4011111111
MG,3151107,Pirapetinga,-21.6563888889
MG,3151206,Pirapora,-17.345
MG,3151305,Piraúba,-21.2763888889
MG,3151404,Pitangui,-19.6827777778
MG,3151503,Piumhi,-20.4652777778
MG,3151602,Planura,-20.1377777778
MG,3151701,Poço Fundo,-21.7808333333
MG,3151800,Poços de Caldas,-21.7877777778
MG,3151909,Pocrane,-19.6197222222
MG,3152006,Pompéu,-19.2244444444
MG,3152105,Ponte Nova,-20.4163888889
MG,3152131,Ponto Chique,-16.6305555556
MG,3152170,Ponto dos Volantes,-16.7527777778
MG,3152204,Porteirinha,-15.7433333333
MG,3152303,Porto Firme,-20.6733333333
MG,3152402,Poté,-17.8066666667
MG,3152501,Pouso Alegre,-22.23
MG,3152600,Pouso Alto,-22.1936111111
MG,3152709,Prados,-21.0575
MG,3152808,Prata,-19.3072222222
MG,3152907,Pratápolis,-20.7447222222
MG,3153004,Pratinha,-19.7511111111
MG,3153103,Presidente Bernardes,-20.7686111111
MG,3153202,Presidente Juscelino,-18.6372222222
MG,3153301,Presidente Kubitschek,-18.6144444444
MG,3153400,Presidente Olegário,-18.4177777778
MG,3153509,Alto Jequitibá,-20.4238888889
MG,3153608,Prudente de Morais,-19.4819444444
MG,3153707,Quartel Geral,-19.2736111111
MG,3153806,Queluzito,-20.74
MG,3153905,Raposos,-19.9672222222
MG,3154002,Raul Soares,-20.1019444444
MG,3154101,Recreio,-21.525
MG,3154150,Reduto,-20.2188888889
MG,3154200,Resende Costa,-20.9222222222
MG,3154309,Resplendor,-19.3255555556
MG,3154408,Ressaquinha,-21.0625
MG,3154457,Riachinho,-16.23
MG,3154507,Riacho dos Machados,-16.0061111111
MG,3154606,Ribeirão das Neves,-19.7669444444
MG,3154705,Ribeirão Vermelho,-21.1905555556
MG,3154804,Rio Acima,-20.0875
MG,3154903,Rio Casca,-20.2261111111
MG,3155009,Rio Doce,-20.2447222222
MG,3155108,Rio do Prado,-16.6083333333
MG,3155207,Rio Espera,-20.8552777778
MG,3155306,Rio Manso,-20.2652777778
MG,3155405,Rio Novo,-21.4575
MG,3155504,Rio Paranaíba,-19.1936111111
MG,3155603,Rio Pardo de Minas,-15.6097222222
MG,3155702,Rio Piracicaba,-19.9291666667
MG,3155801,Rio Pomba,-21.2747222222
MG,3155900,Rio Preto,-22.0891666667
MG,3156007,Rio Vermelho,-18.2936111111
MG,3156106,Ritápolis,-21.0219444444
MG,3156205,Rochedo de Minas,-21.6297222222
MG,3156304,Rodeiro,-21.2
MG,3156403,Romaria,-18.8825
MG,3156452,Rosário da Limeira,-20.9788888889
MG,3156502,Rubelita,-16.4075
MG,3156601,Rubim,-16.3747222222
MG,3156700,Sabará,-19.8863888889
MG,3156809,Sabinópolis,-18.6661111111
MG,3156908,Sacramento,-19.8652777778
MG,3157005,Salinas,-16.1702777778
MG,3157104,Salto da Divisa,-16.0027777778
MG,3157203,Santa Bárbara,-19.9594444444
MG,3157252,Santa Bárbara do Leste,-19.9777777778
MG,3157278,Santa Bárbara do Monte Verde,-21.9591666667
MG,3157302,Santa Bárbara do Tugúrio,-21.2461111111
MG,3157336,Santa Cruz de Minas,-21.1197222222
MG,3157377,Santa Cruz de Salinas,-16.0983333333
MG,3157401,Santa Cruz do Escalvado,-20.2361111111
MG,3157500,Santa Efigênia de Minas,-18.8272222222
MG,3157609,Santa Fé de Minas,-16.69
MG,3157658,Santa Helena de Minas,-16.9830555556
MG,3157708,Santa Juliana,-19.3086111111
MG,3157807,Santa Luzia,-19.7697222222
MG,3157906,Santa Margarida,-20.3838888889
MG,3158003,Santa Maria de Itabira,-19.4494444444
MG,3158102,Santa Maria do Salto,-16.2488888889
MG,3158201,Santa Maria do Suaçuí,-18.1902777778
MG,3158300,Santana da Vargem,-21.2491666667
MG,3158409,Santana de Cataguases,-21.2872222222
MG,3158508,Santana de Pirapama,-19.0061111111
MG,3158607,Santana do Deserto,-21.95
MG,3158706,Santana do Garambéu,-21.6013888889
MG,3158805,Santana do Jacaré,-20.8977777778
MG,3158904,Santana do Manhuaçu,-20.1075
MG,3158953,Santana do Paraíso,-19.3636111111
MG,3159001,Santana do Riacho,-19.1688888889
MG,3159100,Santana dos Montes,-20.7877777778
MG,3159209,Santa Rita de Caldas,-22.0286111111
MG,3159308,Santa Rita de Jacutinga,-22.1494444444
MG,3159357,Santa Rita de Minas,-19.8744444444
MG,3159407,Santa Rita de Ibitipoca,-21.5627777778
MG,3159506,Santa Rita do Itueto,-19.3597222222
MG,3159605,Santa Rita do Sapucaí,-22.2522222222
MG,3159704,Santa Rosa da Serra,-19.5297222222
MG,3159803,Santa Vitória,-18.8386111111
MG,3159902,Santo Antônio do Amparo,-20.9463888889
MG,3160009,Santo Antônio do Aventureiro,-21.7580555556
MG,3160108,Santo Antônio do Grama,-20.3144444444
MG,3160207,Santo Antônio do Itambé,-18.4658333333
MG,3160306,Santo Antônio do Jacinto,-16.5338888889
MG,3160405,Santo Antônio do Monte,-20.0872222222
MG,3160454,Santo Antônio do Retiro,-15.3394444444
MG,3160504,Santo Antônio do Rio Abaixo,-19.2283333333
MG,3160603,Santo Hipólito,-18.2969444444
MG,3160702,Santos Dumont,-21.4566666667
MG,3160801,São Bento Abade,-21.5816666667
MG,3160900,São Brás do Suaçuí,-20.625
