Sigla,Código,Município,1998
MA,2112274,Tufilândia,45.5544444444
MA,2112308,Tuntum,44.6488888889
MA,2112407,Turiaçu,45.3716666667
MA,2112456,Turilândia,45.3425
MA,2112506,Tutóia,42.2744444444
MA,2112605,Urbano Santos,43.4036111111
MA,2112704,Vargem Grande,43.9158333333
MA,2112803,Viana,45.0036111111
MA,2112852,Vila Nova dos Martírios,47.9933333333
MA,2112902,Vitória do Mearim,44.8705555556
MA,2113009,Vitorino Freire,45.25
MA,2114007,Zé Doca,45.6583333333
MG,3100104,Abadia dos Dourados,47.4030555556
MG,3100203,Abaeté,45.4458333333
MG,3100302,Abre Campo,42.4775
MG,3100401,Acaiaca,43.1447222222
MG,3100500,Açucena,42.5463888889
MG,3100609,Água Boa,42.3888888889
MG,3100708,Água Comprida,48.1088888889
MG,3100807,Aguanil,45.3927777778
MG,3100906,Águas Formosas,40.9358333333
MG,3101003,Águas Vermelhas,41.46
MG,3101102,Aimorés,41.0638888889
MG,3101201,Aiuruoca,44.6030555556
MG,3101300,Alagoa,44.6419444444
MG,3101409,Albertina,46.6158333333
MG,3101508,Além Paraíba,42.7044444444
MG,3101607,Alfenas,45.9472222222
MG,3101631,Alfredo Vasconcelos,43.7769444444
MG,3101706,Almenara,40.6944444444
MG,3101805,Alpercata,41.9702777778
MG,3101904,Alpinópolis,46.3880555556
MG,3102001,Alterosa,46.1430555556
MG,3102050,Alto Caparaó,41.8683333333
MG,3102100,Alto Rio Doce,43.4113888889
MG,3102209,Alvarenga,41.7286111111
MG,3102308,Alvinópolis,43.0488888889
MG,3102407,Alvorada de Minas,43.3652777778
MG,3102506,Amparo do Serra,42.8025
MG,3102605,Andradas,46.5691666667
MG,3102704,Cachoeira de Pajeú,41.4980555556
MG,3102803,Andrelândia,44.3091666667
MG,3102852,Angelândia,42.1625
MG,3102902,Antônio Carlos,43.7466666667
MG,3103009,Antônio Dias,42.8722222222
MG,3103108,Antônio Prado de Minas,42.1094444444
MG,3103207,Araçaí,44.2480555556
MG,3103306,Aracitaba,43.3783333333
MG,3103405,Araçuaí,42.0702777778
MG,3103504,Araguari,48.1872222222
MG,3103603,Arantina,44.2558333333
MG,3103702,Araponga,42.5208333333
MG,3103751,Araporã,49.185
MG,3103801,Arapuá,46.1555555556
MG,3103900,Araújos,45.1655555556
MG,3104007,Araxá,46.9405555556
MG,3104106,Arceburgo,46.94
MG,3104205,Arcos,45.5394444444
MG,3104304,Areado,46.1455555556
MG,3104403,Argirita,42.8361111111
MG,3104452,Aricanduva,42.5569444444
MG,3104502,Arinos,46.1055555556
MG,3104601,Astolfo Dutra,42.8622222222
MG,3104700,Ataléia,41.11
MG,3104809,Augusto de Lima,44.2669444444
MG,3104908,Baependi,44.89
MG,3105004,Baldim,43.9569444444
MG,3105103,Bambuí,45.9769444444
MG,3105202,Bandeira,40.5594444444
MG,3105301,Bandeira do Sul,46.3858333333
MG,3105400,Barão de Cocais,43.4872222222
MG,3105509,Barão de Monte Alto,42.2375
MG,3105608,Barbacena,43.7736111111
MG,3105707,Barra Longa,43.0411111111
MG,3105905,Barroso,43.9758333333
MG,3106002,Bela Vista de Minas,43.0911111111
MG,3106101,Belmiro Braga,43.415
MG,3106200,Belo Horizonte,43.9377777778
MG,3106309,Belo Oriente,42.4836111111
MG,3106408,Belo Vale,44.0244444444
MG,3106507,Berilo,42.4655555556
MG,3106606,Bertópolis,40.5744444444
MG,3106655,Berizal,41.745
MG,3106705,Betim,44.1983333333
MG,3106804,Bias Fortes,43.7569444444
MG,3106903,Bicas,43.0594444444
MG,3107000,Biquinhas,45.5022222222
MG,3107109,Boa Esperança,45.5658333333
MG,3107208,Bocaina de Minas,44.3947222222
MG,3107307,Bocaiúva,43.815
MG,3107406,Bom Despacho,45.2522222222
MG,3107505,Bom Jardim de Minas,44.1911111111
MG,3107604,Bom Jesus da Penha,46.5225
MG,3107703,Bom Jesus do Amparo,43.4736111111
MG,3107802,Bom Jesus do Galho,42.3161111111
MG,3107901,Bom Repouso,46.145
MG,3108008,Bom Sucesso,44.7580555556
MG,3108107,Bonfim,44.2386111111
MG,3108206,Bonfinópolis de Minas,45.99
MG,3108255,Bonito de Minas,44.7544444444
MG,3108305,Borda da Mata,46.1652777778
MG,3108404,Botelhos,46.395
MG,3108503,Botumirim,43.0108333333
MG,3108552,Brasilândia de Minas,46.0094444444
MG,3108602,Brasília de Minas,44.4333333333
MG,3108701,Brás Pires,43.2422222222
MG,3108800,Braúnas,42.7155555556
MG,3108909,Brasópolis,45.6075
MG,3109006,Brumadinho,44.1997222222
MG,3109105,Bueno Brandão,46.3508333333
MG,3109204,Buenópolis,44.18
MG,3109253,Bugre,42.2444444444
MG,3109303,Buritis,46.4233333333
MG,3109402,Buritizeiro,44.9622222222
MG,3109451,Cabeceira Grande,47.0905555556
MG,3109501,Cabo Verde,46.3961111111
MG,3109600,Cachoeira da Prata,44.4536111111
MG,3109709,Cachoeira de Minas,45.7788888889
MG,3109808,Cachoeira Dourada,49.5013888889
MG,3109907,Caetanópolis,44.4186111111
MG,3110004,Caeté,43.6697222222
MG,3110103,Caiana,41.925
MG,3110202,Cajuri,42.7966666667
MG,3110301,Caldas,46.3861111111
MG,3110400,Camacho,45.1566666667
MG,3110509,Camanducaia,46.1447222222
MG,3110608,Cambuí,46.0575
MG,3110707,Cambuquira,45.2958333333
MG,3110806,Campanário,41.7483333333
MG,3110905,Campanha,45.4005555556
MG,3111002,Campestre,46.2463888889
MG,3111101,Campina Verde,49.4863888889
MG,3111150,Campo Azul,44.8105555556
MG,3111200,Campo Belo,45.2772222222
MG,3111309,Campo do Meio,45.8302777778
MG,3111408,Campo Florido,48.5722222222
MG,3111507,Campos Altos,46.1713888889
MG,3111606,Campos Gerais,45.7586111111
MG,3111705,Canaã,42.6197222222
MG,3111804,Canápolis,49.2044444444
MG,3111903,Cana Verde,45.1819444444
MG,3112000,Candeias,45.2763888889
MG,3112059,Cantagalo,42.6269444444
MG,3112109,Caparaó,41.9044444444
MG,3112208,Capela Nova,43.6177777778
MG,3112307,Capelinha,42.5158333333
MG,3112406,Capetinga,47.0536111111
MG,3112505,Capim Branco,44.1166666667
MG,3112604,Capinópolis,49.5697222222
MG,3112653,Capitão Andrade,41.8580555556
MG,3112703,Capitão Enéas,43.7105555556
MG,3112802,Capitólio,46.05
MG,3112901,Caputira,42.2705555556
MG,3113008,Caraí,41.6947222222
MG,3113107,Caranaíba,43.7391666667
MG,3113206,Carandaí,43.8063888889
MG,3113305,Carangola,42.0294444444
MG,3113404,Caratinga,42.1391666667
MG,3113503,Carbonita,43.0158333333
MG,3113602,Careaçu,45.6991666667
MG,3113701,Carlos Chagas,40.7663888889
MG,3113800,Carmésia,43.1416666667
MG,3113909,Carmo da Cachoeira,45.2236111111
MG,3114006,Carmo da Mata,44.8705555556
MG,3114105,Carmo de Minas,45.1291666667
MG,3114204,Carmo do Cajuru,44.7711111111
MG,3114303,Carmo do Paranaíba,46.3161111111
MG,3114402,Carmo do Rio Claro,46.1188888889
MG,3114501,Carmópolis de Minas,44.635
MG,3114550,Carneirinho,50.6880555556
MG,3114600,Carrancas,44.6425
MG,3114709,Carvalhópolis,45.8411111111
MG,3114808,Carvalhos,44.4613888889
MG,3114907,Casa Grande,43.9302777778
MG,3115003,Cascalho Rico,47.8772222222
MG,3115102,Cássia,46.9219444444
MG,3115201,Conceição da Barra de Minas,44.4722222222
MG,3115300,Cataguases,42.6966666667
MG,3115359,Catas Altas,43.4075
MG,3115409,Catas Altas da Noruega,43.4975
MG,3115458,Catuji,41.5169444444
MG,3115474,Catuti,42.9627777778
MG,3115508,Caxambu,44.9325
MG,3115607,Cedro do Abaeté,45.7113888889
MG,3115706,Central de Minas,41.3063888889
MG,3115805,Centralina,49.1994444444
MG,3115904,Chácara,43.2216666667
MG,3116001,Chalé,41.6877777778
MG,3116100,Chapada do Norte,42.5352777778
MG,3116159,Chapada Gaúcha,45.6183333333
MG,3116209,Chiador,43.0577777778
MG,3116308,Cipotânea,43.3655555556
MG,3116407,Claraval,47.2666666667
MG,3116506,Claro dos Poções,44.2086111111
MG,3116605,Cláudio,44.7658333333
MG,3116704,Coimbra,42.8027777778
MG,3116803,Coluna,42.8402777778
MG,3116902,Comendador Gomes,49.0805555556
MG,3117009,Comercinho,41.7933333333
MG,3117108,Conceição da Aparecida,46.2044444444
MG,3117207,Conceição das Pedras,45.4547222222
MG,3117306,Conceição das Alagoas,48.3883333333
MG,3117405,Conceição de Ipanema,41.6938888889
MG,3117504,Conceição do Mato Dentro,43.425
MG,3117603,Conceição do Pará,44.8966666667
MG,3117702,Conceição do Rio Verde,45.0852777778
MG,3117801,Conceição dos Ouros,45.7980555556
MG,3117836,Cônego Marinho,44.4180555556
MG,3117876,Confins,43.9827777778
MG,3117900,Congonhal,46.0394444444
MG,3118007,Congonhas,43.8577777778
MG,3118106,Congonhas do Norte,43.6813888889
MG,3118205,Conquista,47.5416666667
MG,3118304,Conselheiro Lafaiete,43.7861111111
MG,3118403,Conselheiro Pena,41.4722222222
MG,3118502,Consolação,45.9211111111
MG,3118601,Contagem,44.0536111111
MG,3118700,Coqueiral,45.4405555556
MG,3118809,Coração de Jesus,44.365
MG,3118908,Cordisburgo,44.3208333333
MG,3119005,Cordislândia,45.7008333333
MG,3119104,Corinto,44.4563888889
MG,3119203,Coroaci,42.2858333333
MG,3119302,Coromandel,47.2002777778
MG,3119401,Coronel Fabriciano,42.6288888889
MG,3119500,Coronel Murta,42.1822222222
MG,3119609,Coronel Pacheco,43.2655555556
MG,3119708,Coronel Xavier Chaves,44.2230555556
MG,3119807,Córrego Danta,45.9044444444
MG,3119906,Córrego do Bom Jesus,46.02
MG,3119955,Córrego Fundo,45.555
MG,3120003,Córrego Novo,42.3963888889
MG,3120102,Couto de Magalhães de Minas,43.4711111111
MG,3120151,Crisólita,40.9119444444
MG,3120201,Cristais,45.5186111111
MG,3120300,Cristália,42.8622222222
MG,3120409,Cristiano Otoni,43.8055555556
MG,3120508,Cristina,45.2641666667
MG,3120607,Crucilândia,44.3369444444
MG,3120706,Cruzeiro da Fortaleza,46.6736111111
MG,3120805,Cruzília,44.8083333333
MG,3120839,Cuparaque,41.0991666667
MG,3120870,Curral de Dentro,41.8444444444
MG,3120904,Curvelo,44.4308333333
MG,3121001,Datas,43.6558333333
MG,3121100,Delfim Moreira,45.28
MG,3121209,Delfinópolis,46.8538888889
MG,3121258,Delta,47.7711111111
MG,3121308,Descoberto,42.9675
MG,3121407,Desterro de Entre Rios,44.3325
MG,3121506,Desterro do Melo,43.5177777778
MG,3121605,Diamantina,43.6002777778
MG,3121704,Diogo de Vasconcelos,43.1983333333
MG,3121803,Dionísio,42.7766666667
MG,3121902,Divinésia,43.0038888889
MG,3122009,Divino,42.1486111111
MG,3122108,Divino das Laranjeiras,41.4797222222
MG,3122207,Divinolândia de Minas,42.6144444444
MG,3122306,Divinópolis,44.8838888889
MG,3122355,Divisa Alegre,41.345
MG,3122405,Divisa Nova,46.1958333333
MG,3122454,Divisópolis,41
MG,3122470,Dom Bosco,46.2708333333
MG,3122504,Dom Cavati,42.1063888889
MG,3122603,Dom Joaquim,43.2558333333
MG,3122702,Dom Silvério,42.9677777778
MG,3122801,Dom Viçoso,45.1611111111
MG,3122900,Dona Eusébia,42.8105555556
MG,3123007,Dores de Campos,44.0230555556
MG,3123106,Dores de Guanhães,42.9291666667
MG,3123205,Dores do Indaiá,45.6016666667
MG,3123304,Dores do Turvo,43.1891666667
MG,3123403,Doresópolis,45.9033333333
MG,3123502,Douradoquara,47.6086111111
MG,3123528,Durandé,41.7977777778
MG,3123601,Elói Mendes,45.5652777778
MG,3123700,Engenheiro Caldas,42.0461111111
MG,3123809,Engenheiro Navarro,43.95
MG,3123858,Entre Folhas,42.2305555556
MG,3123908,Entre Rios de Minas,44.0655555556
MG,3124005,Ervália,42.6572222222
MG,3124104,Esmeraldas,44.3138888889
MG,3124203,Espera Feliz,41.9072222222
MG,3124302,Espinosa,42.8191666667
MG,3124401,Espírito Santo do Dourado,45.9508333333
MG,3124500,Estiva,46.0172222222
MG,3124609,Estrela Dalva,42.4611111111
MG,3124708,Estrela do Indaiá,45.7875
MG,3124807,Estrela do Sul,47.6927777778
MG,3124906,Eugenópolis,42.1866666667
MG,3125002,Ewbank da Câmara,43.51
MG,3125101,Extrema,46.3183333333
MG,3125200,Fama,45.8286111111
MG,3125309,Faria Lemos,42.0297222222
MG,3125408,Felício dos Santos,43.2469444444
MG,3125507,São Gonçalo do Rio Preto,43.3908333333
MG,3125606,Felisburgo,40.7613888889
MG,3125705,Felixlândia,44.8988888889
MG,3125804,Fernandes Tourinho,42.0819444444
MG,3125903,Ferros,43.0233333333
MG,3125952,Fervedouro,42.2788888889
MG,3126000,Florestal,44.4325
MG,3126109,Formiga,45.4263888889
MG,3126208,Formoso,46.2319444444
MG,3126307,Fortaleza de Minas,46.7180555556
MG,3126406,Fortuna de Minas,44.4469444444
MG,3126505,Francisco Badaró,42.3519444444
MG,3126604,Francisco Dumont,44.2341666667
MG,3126703,Francisco Sá,43.4883333333
MG,3126752,Franciscópolis,42.0086111111
MG,3126802,Frei Gaspar,41.4294444444
MG,3126901,Frei Inocêncio,41.9088888889
MG,3126950,Frei Lagonegro,42.7661111111
MG,3127008,Fronteira,49.1994444444
MG,3127057,Fronteira dos Vales,40.9247222222
MG,3127073,Fruta de Leite,42.5330555556
MG,3127107,Frutal,48.9405555556
MG,3127206,Funilândia,44.0561111111
MG,3127305,Galiléia,41.5375
MG,3127339,Gameleiras,43.1236111111
MG,3127354,Glaucilândia,43.6972222222
MG,3127370,Goiabeira,41.2225
MG,3127388,Goianá,43.2016666667
MG,3127404,Gonçalves,45.8558333333
MG,3127503,Gonzaga,42.4791666667
MG,3127602,Gouveia,43.7408333333
MG,3127701,Governador Valadares,41.9494444444
MG,3127800,Grão Mogol,42.8897222222
MG,3127909,Grupiara,47.7222222222
MG,3128006,Guanhães,42.9325
MG,3128105,Guapé,45.9175
MG,3128204,Guaraciaba,43.0075
MG,3128253,Guaraciama,43.6730555556
MG,3128303,Guaranésia,46.8025
MG,3128402,Guarani,43.0469444444
MG,3128501,Guarará,43.0375
MG,3128600,Guarda-Mor,47.0983333333
MG,3128709,Guaxupé,46.7127777778
MG,3128808,Guidoval,42.7966666667
MG,3128907,Guimarânia,46.7930555556
MG,3129004,Guiricema,42.7177777778
MG,3129103,Gurinhatã,49.7863888889
MG,3129202,Heliodora,45.5422222222
MG,3129301,Iapu,42.2177777778
MG,3129400,Ibertioga,43.9630555556
MG,3129509,Ibiá,46.5388888889
MG,3129608,Ibiaí,44.9144444444
MG,3129657,Ibiracatu,44.1638888889
MG,3129707,Ibiraci,47.1222222222
MG,3129806,Ibirité,44.0588888889
MG,3129905,Ibitiúra de Minas,46.44
MG,3130002,Ibituruna,44.7477777778
MG,3130051,Icaraí de Minas,44.9063888889
MG,3130101,Igarapé,44.3016666667
MG,3130200,Igaratinga,44.7091666667
MG,3130309,Iguatama,45.7113888889
MG,3130408,Ijaci,44.9252777778
MG,3130507,Ilicínea,45.8327777778
MG,3130556,Imbé de Minas,41.9705555556
MG,3130606,Inconfidentes,46.3277777778
MG,3130655,Indaiabira,42.1972222222
MG,3130705,Indianópolis,47.9169444444
MG,3130804,Ingaí,44.9172222222
MG,3130903,Inhapim,42.12
MG,3131000,Inhaúma,44.3897222222
MG,3131109,Inimutaba,44.3605555556
MG,3131158,Ipaba,42.4194444444
MG,3131208,Ipanema,41.7130555556
MG,3131307,Ipatinga,42.5366666667
MG,3131406,Ipiaçu,49.9427777778
MG,3131505,Ipuiúna,46.1897222222
MG,3131604,Iraí de Minas,47.4613888889
MG,3131703,Itabira,43.2269444444
MG,3131802,Itabirinha de Mantena,41.2330555556
MG,3131901,Itabirito,43.8013888889
MG,3132008,Itacambira,43.3088888889
MG,3132107,Itacarambi,44.0919444444
MG,3132206,Itaguara,44.4875
MG,3132305,Itaipé,41.6686111111
MG,3132404,Itajubá,45.4527777778
MG,3132503,Itamarandiba,42.8588888889
MG,3132602,Itamarati de Minas,42.8177777778
MG,3132701,Itambacuri,41.685
MG,3132800,Itambé do Mato Dentro,43.3211111111
MG,3132909,Itamogi,47.0483333333
MG,3133006,Itamonte,44.87
MG,3133105,Itanhandu,44.9347222222
MG,3133204,Itanhomi,41.8652777778
MG,3133303,Itaobim,41.5033333333
MG,3133402,Itapagipe,49.3813888889
MG,3133501,Itapecerica,45.1255555556
MG,3133600,Itapeva,46.2208333333
MG,3133709,Itatiaiuçu,44.4211111111
MG,3133758,Itaú de Minas,46.7522222222
MG,3133808,Itaúna,44.5763888889
MG,3133907,Itaverava,43.61
MG,3134004,Itinga,41.7652777778
MG,3134103,Itueta,41.1702777778
MG,3134202,Ituiutaba,49.465
MG,3134301,Itumirim,44.8711111111
MG,3134400,Iturama,50.1955555556
MG,3134509,Itutinga,44.6577777778
MG,3134608,Jaboticatubas,43.745
MG,3134707,Jacinto,40.2933333333
MG,3134806,Jacuí,46.7411111111
MG,3134905,Jacutinga,46.6122222222
MG,3135001,Jaguaraçu,42.7497222222
MG,3135050,Jaíba,43.6744444444
MG,3135076,Jampruca,41.8038888889
MG,3135100,Janaúba,43.3088888889
MG,3135209,Januária,44.3616666667
MG,3135308,Japaraíba,45.5033333333
MG,3135357,Japonvar,44.27
MG,3135407,Jeceaba,43.9833333333
MG,3135456,Jenipapo de Minas,42.2583333333
MG,3135506,Jequeri,42.6658333333
MG,3135605,Jequitaí,44.4455555556
MG,3135704,Jequitibá,44.0277777778
MG,3135803,Jequitinhonha,41.0033333333
MG,3135902,Jesuânia,45.2911111111
MG,3136009,Joaíma,41.0305555556
MG,3136108,Joanésia,42.6786111111
MG,3136207,João Monlevade,43.1736111111
MG,3136306,João Pinheiro,46.1725
MG,3136405,Joaquim Felício,44.1722222222
MG,3136504,Jordânia,40.1780555556
MG,3136520,José Gonçalves de Minas,42.6036111111
MG,3136553,José Raydan,42.4986111111
MG,3136579,Josenópolis,42.5152777778
MG,3136603,Nova União,43.5797222222
MG,3136652,Juatuba,44.3427777778
MG,3136702,Juiz de Fora,43.3502777778
MG,3136801,Juramento,43.5869444444
MG,3136900,Juruaia,46.5769444444
MG,3136959,Juvenília,44.1602777778
MG,3137007,Ladainha,41.7375
MG,3137106,Lagamar,46.8075
MG,3137205,Lagoa da Prata,45.5436111111
MG,3137304,Lagoa dos Patos,44.5822222222
MG,3137403,Lagoa Dourada,44.0783333333
MG,3137502,Lagoa Formosa,46.4075
MG,3137536,Lagoa Grande,46.5144444444
MG,3137601,Lagoa Santa,43.8897222222
MG,3137700,Lajinha,41.6227777778
MG,3137809,Lambari,45.3502777778
MG,3137908,Lamim,43.4741666667
MG,3138005,Laranjal,42.4769444444
MG,3138104,Lassance,44.5775
MG,3138203,Lavras,44.9997222222
MG,3138302,Leandro Ferreira,45.025
MG,3138351,Leme do Prado,42.6925
MG,3138401,Leopoldina,42.6430555556
MG,3138500,Liberdade,44.3197222222
MG,3138609,Lima Duarte,43.7930555556
MG,3138625,Limeira do Oeste,50.5805555556
MG,3138658,Lontra,44.305
MG,3138674,Luisburgo,42.1027777778
MG,3138682,Luislândia,44.5886111111
MG,3138708,Luminárias,44.9033333333
MG,3138807,Luz,45.6855555556
MG,3138906,Machacalis,40.7163888889
MG,3139003,Machado,45.9197222222
MG,3139102,Madre de Deus de Minas,44.3302777778
MG,3139201,Malacacheta,42.0766666667
MG,3139250,Mamonas,42.9494444444
MG,3139300,Manga,43.9322222222
MG,3139409,Manhuaçu,42.0336111111
MG,3139508,Manhumirim,41.9580555556
MG,3139607,Mantena,40.9802777778
MG,3139706,Maravilhas,44.6763888889
MG,3139805,Mar de Espanha,43.0097222222
MG,3139904,Maria da Fé,45.3752777778
MG,3140001,Mariana,43.4161111111
MG,3140100,Marilac,42.0838888889
MG,3140159,Mário Campos,44.1883333333
MG,3140209,Maripá de Minas,42.9588888889
MG,3140308,Marliéria,42.7322222222
MG,3140407,Marmelópolis,45.1652777778
MG,3140506,Martinho Campos,45.2369444444
MG,3140530,Martins Soares,41.8769444444
MG,3140555,Mata Verde,40.7411111111
MG,3140605,Materlândia,43.0597222222
MG,3140704,Mateus Leme,44.4277777778
MG,3140803,Matias Barbosa,43.3194444444
MG,3140852,Matias Cardoso,43.9219444444
MG,3140902,Matipó,42.3411111111
MG,3141009,Mato Verde,42.8663888889
MG,3141108,Matozinhos,44.0813888889
MG,3141207,Matutina,45.9686111111
MG,3141306,Medeiros,46.2261111111
MG,3141405,Medina,41.4769444444
MG,3141504,Mendes Pimentel,41.4047222222
MG,3141603,Mercês,43.3413888889
MG,3141702,Mesquita,42.6072222222
MG,3141801,Minas Novas,42.5902777778
MG,3141900,Minduri,44.6038888889
MG,3142007,Mirabela,44.1644444444
MG,3142106,Miradouro,42.3425
MG,3142205,Miraí,42.6141666667
MG,3142254,Miravânia,44.4036111111
MG,3142304,Moeda,44.0527777778
MG,3142403,Moema,45.4108333333
MG,3142502,Monjolos,44.1191666667
MG,3142601,Monsenhor Paulo,45.5411111111
MG,3142700,Montalvânia,44.3655555556
MG,3142809,Monte Alegre de Minas,48.8808333333
MG,3142908,Monte Azul,42.8747222222
MG,3143005,Monte Belo,46.3675
MG,3143104,Monte Carmelo,47.4986111111
MG,3143153,Monte Formoso,41.2552777778
MG,3143203,Monte Santo de Minas,46.9802777778
MG,3143302,Montes Claros,43.8616666667
MG,3143401,Monte Sião,46.5725
MG,3143450,Montezuma,42.4972222222
MG,3143500,Morada Nova de Minas,45.3566666667
MG,3143609,Morro da Garça,44.6025
MG,3143708,Morro do Pilar,43.3763888889
MG,3143807,Munhoz,46.3605555556
MG,3143906,Muriaé,42.3663888889
MG,3144003,Mutum,41.4383333333
MG,3144102,Muzambinho,46.5255555556
MG,3144201,Nacip Raydan,42.2486111111
MG,3144300,Nanuque,40.3538888889
MG,3144359,Naque,42.3283333333
MG,3144375,Natalândia,46.4933333333
MG,3144409,Natércia,45.5116666667
MG,3144508,Nazareno,44.6113888889
MG,3144607,Nepomuceno,45.2358333333
MG,3144656,Ninheira,41.7536111111
MG,3144672,Nova Belém,41.0166666667
MG,3144706,Nova Era,43.0375
MG,3144805,Nova Lima,43.8466666667
MG,3144904,Nova Módica,41.5013888889
MG,3145000,Nova Ponte,47.6747222222
MG,3145059,Nova Porteirinha,43.3005555556
MG,3145109,Nova Resende,46.4202777778
MG,3145208,Nova Serrana,44.9836111111
MG,3145307,Novo Cruzeiro,41.8752777778
MG,3145356,Novo Oriente de Minas,41.2152777778
MG,3145372,Novorizonte,42.4077777778
MG,3145406,Olaria,43.9372222222
MG,3145455,Olhos-d'Água,43.5733333333
MG,3145505,Olímpio Noronha,45.2638888889
MG,3145604,Oliveira,44.8272222222
MG,3145703,Oliveira Fortes,43.4563888889
MG,3145802,Onça de Pitangui,44.8072222222
MG,3145851,Oratórios,42.8055555556
MG,3145877,Orizânia,42.21
MG,3145901,Ouro Branco,43.6919444444
MG,3146008,Ouro Fino,46.3688888889
MG,3146107,Ouro Preto,43.5080555556
MG,3146206,Ouro Verde de Minas,41.2697222222
MG,3146255,Padre Carvalho,42.5152777778
MG,3146305,Padre Paraíso,41.4844444444
MG,3146404,Paineiras,45.5316666667
MG,3146503,Pains,45.6613888889
MG,3146552,Pai Pedro,43.0652777778
MG,3146602,Paiva,43.4158333333
MG,3146701,Palma,42.3141666667
MG,3146750,Palmópolis,40.42
MG,3146909,Papagaios,44.7477777778
MG,3147006,Paracatu,46.8747222222
MG,3147105,Pará de Minas,44.6083333333
MG,3147204,Paraguaçu,45.7375
MG,3147303,Paraisópolis,45.78
MG,3147402,Paraopeba,44.4041666667
MG,3147501,Passabém,43.1363888889
MG,3147600,Passa Quatro,44.9666666667
MG,3147709,Passa Tempo,44.4955555556
MG,3147808,Passa-Vinte,44.2344444444
MG,3147907,Passos,46.6097222222
MG,3147956,Patis,44.0819444444
MG,3148004,Patos de Minas,46.5180555556
MG,3148103,Patrocínio,46.9925
MG,3148202,Patrocínio do Muriaé,42.2147222222
MG,3148301,Paula Cândido,42.9802777778
MG,3148400,Paulistas,42.8683333333
MG,3148509,Pavão,40.9988888889
MG,3148608,Peçanha,42.5569444444
MG,3148707,Pedra Azul,41.2972222222
MG,3148756,Pedra Bonita,42.33
MG,3148806,Pedra do Anta,42.7136111111
MG,3148905,Pedra do Indaiá,45.2088888889
MG,3149002,Pedra Dourada,42.1541666667
MG,3149101,Pedralva,45.4658333333
MG,3149150,Pedras de Maria da Cruz,44.3913888889
MG,3149200,Pedrinópolis,47.4622222222
MG,3149309,Pedro Leopoldo,44.0430555556
MG,3149408,Pedro Teixeira,43.7455555556
MG,3149507,Pequeri,43.1205555556
MG,3149606,Pequi,44.6588888889
MG,3149705,Perdigão,45.0841666667
MG,3149804,Perdizes,47.2927777778
MG,3149903,Perdões,45.0913888889
MG,3149952,Periquito,42.2336111111
MG,3150000,Pescador,41.5980555556
MG,3150109,Piau,43.3227777778
MG,3150158,Piedade de Caratinga,42.0758333333
MG,3150208,Piedade de Ponte Nova,42.7341666667
MG,3150307,Piedade do Rio Grande,44.1961111111
MG,3150406,Piedade dos Gerais,44.2272222222
MG,3150505,Pimenta,45.7988888889
MG,3150539,Pingo-d'Água,42.4080555556
MG,3150570,Pintópolis,45.1555555556
MG,3150604,Piracema,44.4825
MG,3150703,Pirajuba,48.7005555556
MG,3150802,Piranga,43.3002777778
MG,3150901,Piranguçu,45.4952777778
MG,3151008,Piranguinho,45.5316666667
MG,3151107,Pirapetinga,42.3455555556
MG,3151206,Pirapora,44.9419444444
MG,3151305,Piraúba,43.0263888889
MG,3151404,Pitangui,44.8902777778
MG,3151503,Piumhi,45.9580555556
MG,3151602,Planura,48.7019444444
MG,3151701,Poço Fundo,45.965
MG,3151800,Poços de Caldas,46.5613888889
MG,3151909,Pocrane,41.6369444444
MG,3152006,Pompéu,44.9352777778
MG,3152105,Ponte Nova,42.9086111111
MG,3152131,Ponto Chique,45.0655555556
MG,3152170,Ponto dos Volantes,41.5041666667
MG,3152204,Porteirinha,43.0283333333
MG,3152303,Porto Firme,43.0844444444
MG,3152402,Poté,41.7863888889
MG,3152501,Pouso Alegre,45.9363888889
MG,3152600,Pouso Alto,44.9725
MG,3152709,Prados,44.0797222222
MG,3152808,Prata,48.9241666667
MG,3152907,Pratápolis,46.8608333333
MG,3153004,Pratinha,46.3780555556
MG,3153103,Presidente Bernardes,43.1875
MG,3153202,Presidente Juscelino,44.0583333333
MG,3153301,Presidente Kubitschek,43.5622222222
MG,3153400,Presidente Olegário,46.4180555556
MG,3153509,Alto Jequitibá,41.9663888889
MG,3153608,Prudente de Morais,44.155
MG,3153707,Quartel Geral,45.5572222222
MG,3153806,Queluzito,43.8844444444
MG,3153905,Raposos,43.8041666667
MG,3154002,Raul Soares,42.4525
MG,3154101,Recreio,42.4691666667
MG,3154150,Reduto,41.9825
MG,3154200,Resende Costa,44.2375
MG,3154309,Resplendor,41.2552777778
MG,3154408,Ressaquinha,43.7627777778
MG,3154457,Riachinho,45.9916666667
MG,3154507,Riacho dos Machados,43.0494444444
MG,3154606,Ribeirão das Neves,44.0866666667
MG,3154705,Ribeirão Vermelho,45.0619444444
MG,3154804,Rio Acima,43.7894444444
MG,3154903,Rio Casca,42.6508333333
MG,3155009,Rio Doce,42.8958333333
MG,3155108,Rio do Prado,40.5697222222
MG,3155207,Rio Espera,43.4744444444
MG,3155306,Rio Manso,44.3077777778
MG,3155405,Rio Novo,43.1252777778
MG,3155504,Rio Paranaíba,46.2472222222
MG,3155603,Rio Pardo de Minas,42.5397222222
MG,3155702,Rio Piracicaba,43.1741666667
MG,3155801,Rio Pomba,43.1791666667
